n_row,id_invoice,id_scu,quantity,price,sum
70,20.0,10.0,7.0,3250.0,22750.0
71,20.0,30.0,8.0,2904.255319148936,23234.042553191488
72,21.0,90.0,3.0,1037.2340425531916,3111.7021276595747
73,21.0,68.0,10.0,4356.382978723404,43563.82978723405
74,21.0,14.0,9.0,4494.680851063829,40452.127659574464
75,21.0,94.0,7.0,3222.3404255319147,22556.382978723403
76,21.0,31.0,10.0,2323.404255319149,23234.042553191488
77,22.0,56.0,10.0,1728.723404255319,17287.23404255319
78,22.0,58.0,23.0,1991.4893617021276,45804.255319148935
79,22.0,87.0,1.0,484.04255319148933,484.04255319148933
80,23.0,14.0,1.0,4494.680851063829,4494.680851063829
81,23.0,57.0,42.0,1894.6808510638298,79576.59574468085
82,23.0,89.0,5.0,594.6808510638298,2973.404255319149
83,24.0,2.0,6.0,2558.5106382978724,15351.063829787236
84,24.0,89.0,14.0,594.6808510638298,8325.531914893618
85,24.0,36.0,19.0,2420.2127659574467,45984.04255319149
86,25.0,5.0,4.0,2904.255319148936,11617.021276595744
87,25.0,110.0,12.0,815.9574468085107,9791.489361702128
88,25.0,14.0,7.0,4494.680851063829,31462.765957446805
89,25.0,61.0,12.0,2171.276595744681,26055.31914893617
90,26.0,91.0,5.0,2420.2127659574467,12101.063829787234
91,27.0,88.0,5.0,898.9361702127659,4494.680851063829
92,27.0,67.0,23.0,3844.68085106383,88427.65957446808
93,27.0,75.0,35.0,2696.808510638298,94388.29787234042
94,27.0,111.0,12.0,1313.8297872340424,15765.957446808508
95,27.0,94.0,10.0,3222.3404255319147,32223.404255319147
96,28.0,79.0,1.0,1147.872340425532,1147.872340425532
97,28.0,5.0,4.0,2904.255319148936,11617.021276595744
98,29.0,112.0,8.0,1659.5744680851064,13276.595744680852
99,29.0,54.0,7.0,13553.191489361701,94872.3404255319
100,29.0,93.0,10.0,3803.191489361702,38031.914893617024
101,30.0,104.0,10.0,1555.851063829787,15558.51063829787
102,30.0,15.0,3.0,2420.2127659574467,7260.6382978723395
103,31.0,58.0,31.0,1991.4893617021276,61736.17021276595
104,31.0,15.0,5.0,2420.2127659574467,12101.063829787234
105,32.0,29.0,8.0,2475.531914893617,19804.255319148935
106,32.0,22.0,10.0,6306.382978723404,63063.82978723405
107,33.0,44.0,17.0,1521.276595744681,25861.702127659577
108,34.0,91.0,4.0,2420.2127659574467,9680.851063829787
109,35.0,63.0,44.0,1872.5531914893618,82392.34042553192
110,35.0,99.0,7.0,940.4255319148936,6582.978723404255
111,36.0,12.0,8.0,4287.234042553191,34297.87234042553
112,37.0,5.0,10.0,2904.255319148936,29042.553191489358
113,37.0,95.0,13.0,4135.106382978724,53756.382978723406
114,37.0,87.0,2.0,484.04255319148933,968.0851063829787
115,37.0,65.0,3.0,2904.255319148936,8712.765957446809
116,38.0,37.0,12.0,3042.553191489362,36510.63829787234
117,38.0,72.0,27.0,2281.9148936170213,61611.70212765958
118,38.0,108.0,10.0,525.531914893617,5255.31914893617
119,38.0,93.0,10.0,3803.191489361702,38031.914893617024
120,39.0,32.0,9.0,3180.851063829787,28627.659574468085
121,39.0,81.0,7.0,829.7872340425532,5808.510638297873
122,39.0,14.0,3.0,4494.680851063829,13484.042553191488
123,39.0,5.0,9.0,2904.255319148936,26138.297872340423
124,40.0,96.0,12.0,484.04255319148933,5808.510638297872
125,40.0,27.0,1.0,6707.446808510638,6707.446808510638
126,40.0,70.0,3.0,5670.212765957447,17010.63829787234
127,41.0,107.0,4.0,442.55319148936167,1770.2127659574467
128,42.0,99.0,6.0,940.4255319148936,5642.553191489362
129,43.0,31.0,2.0,2323.404255319149,4646.808510638298
130,43.0,3.0,4.0,1977.659574468085,7910.63829787234
131,43.0,78.0,3.0,1078.723404255319,3236.1702127659573
132,44.0,38.0,1.0,2696.808510638298,2696.808510638298
133,44.0,3.0,10.0,1977.659574468085,19776.59574468085
134,45.0,68.0,40.0,4356.382978723404,174255.3191489362
135,46.0,93.0,8.0,3803.191489361702,30425.531914893618
136,46.0,65.0,6.0,2904.255319148936,17425.531914893618
137,46.0,22.0,8.0,6306.382978723404,50451.063829787236
138,47.0,26.0,3.0,5974.468085106383,17923.40425531915
139,47.0,109.0,6.0,622.3404255319149,3734.0425531914893
140,47.0,4.0,2.0,2392.553191489362,4785.106382978724
141,47.0,71.0,12.0,1970.7446808510638,23648.936170212764
142,48.0,112.0,6.0,1659.5744680851064,9957.446808510638
143,48.0,61.0,23.0,2171.276595744681,49939.36170212766
144,49.0,37.0,1.0,3042.553191489362,3042.553191489362
145,49.0,98.0,8.0,691.4893617021277,5531.914893617021
146,49.0,49.0,18.0,3734.0425531914893,67212.76595744681
147,50.0,38.0,2.0,2696.808510638298,5393.617021276596
148,50.0,22.0,6.0,6306.382978723404,37838.29787234042
149,51.0,85.0,7.0,1175.531914893617,8228.72340425532
150,51.0,7.0,8.0,1929.2553191489362,15434.04255319149
151,51.0,35.0,6.0,3803.191489361702,22819.14893617021
152,51.0,39.0,6.0,3457.446808510638,20744.68085106383
153,52.0,32.0,9.0,3180.851063829787,28627.659574468085
154,52.0,31.0,5.0,2323.404255319149,11617.021276595744
155,53.0,75.0,31.0,2696.808510638298,83601.06382978724
156,53.0,42.0,22.0,2558.5106382978724,56287.234042553195
157,53.0,113.0,1.0,1867.0212765957447,1867.0212765957447
158,53.0,108.0,7.0,525.531914893617,3678.723404255319
159,54.0,65.0,38.0,2904.255319148936,110361.70212765956
160,54.0,56.0,45.0,1728.723404255319,77792.55319148937
161,54.0,54.0,1.0,13553.191489361701,13553.191489361701
162,54.0,57.0,23.0,1894.6808510638298,43577.65957446808
163,55.0,112.0,12.0,1659.5744680851064,19914.893617021276
164,56.0,8.0,4.0,1861.4893617021276,7445.95744680851
165,56.0,87.0,13.0,484.04255319148933,6292.553191489362
166,56.0,92.0,6.0,2973.404255319149,17840.425531914894
167,56.0,15.0,7.0,2420.2127659574467,16941.489361702126
168,57.0,9.0,6.0,3457.446808510638,20744.68085106383
169,58.0,54.0,21.0,13553.191489361701,284617.0212765957
170,58.0,37.0,3.0,3042.553191489362,9127.659574468085
171,58.0,16.0,7.0,2323.404255319149,16263.829787234043
172,58.0,54.0,8.0,13553.191489361701,108425.53191489361
173,58.0,52.0,19.0,7606.382978723404,144521.27659574468
174,59.0,38.0,13.0,2696.808510638298,35058.51063829787
175,60.0,78.0,14.0,1078.723404255319,15102.127659574468
176,60.0,4.0,5.0,2392.553191489362,11962.765957446809
177,60.0,98.0,3.0,691.4893617021277,2074.468085106383
178,60.0,46.0,21.0,2765.9574468085107,58085.10638297872
179,60.0,84.0,1.0,1244.6808510638298,1244.6808510638298
180,61.0,95.0,10.0,4135.106382978724,41351.063829787236
181,61.0,2.0,1.0,2558.5106382978724,2558.5106382978724
182,61.0,115.0,6.0,2558.5106382978724,15351.063829787236
183,62.0,111.0,11.0,1313.8297872340424,14452.127659574468
184,62.0,63.0,10.0,1872.5531914893618,18725.531914893618
185,63.0,31.0,3.0,2323.404255319149,6970.212765957447
186,63.0,70.0,38.0,5670.212765957447,215468.085106383
187,63.0,22.0,5.0,6306.382978723404,31531.914893617024
188,63.0,11.0,8.0,3734.0425531914893,29872.340425531915
189,64.0,94.0,11.0,3222.3404255319147,35445.74468085106
190,64.0,13.0,1.0,2420.2127659574467,2420.2127659574467
191,65.0,33.0,3.0,2696.808510638298,8090.425531914893
192,66.0,99.0,11.0,940.4255319148936,10344.68085106383
193,66.0,54.0,4.0,13553.191489361701,54212.765957446805
194,66.0,82.0,14.0,968.0851063829787,13553.191489361701
195,67.0,28.0,2.0,8989.361702127659,17978.723404255317
196,68.0,25.0,6.0,4978.723404255319,29872.340425531915
197,68.0,89.0,7.0,594.6808510638298,4162.765957446809
198,68.0,104.0,10.0,1555.851063829787,15558.51063829787
199,68.0,67.0,45.0,3844.68085106383,173010.63829787233
200,68.0,28.0,3.0,8989.361702127659,26968.085106382976
201,69.0,53.0,10.0,10718.085106382978,107180.85106382977
202,69.0,74.0,39.0,1521.276595744681,59329.78723404255
203,70.0,92.0,9.0,2973.404255319149,26760.63829787234
204,70.0,70.0,18.0,5670.212765957447,102063.82978723405
205,70.0,6.0,6.0,1521.276595744681,9127.659574468085
206,70.0,26.0,4.0,5974.468085106383,23897.872340425532
207,70.0,81.0,7.0,829.7872340425532,5808.510638297873
208,71.0,21.0,4.0,3250.0,13000.0
209,71.0,48.0,4.0,3042.553191489362,12170.212765957447
210,71.0,5.0,8.0,2904.255319148936,23234.042553191488
211,71.0,111.0,6.0,1313.8297872340424,7882.978723404254
212,71.0,109.0,12.0,622.3404255319149,7468.085106382979
213,72.0,42.0,7.0,2558.5106382978724,17909.574468085106
214,73.0,56.0,7.0,1728.723404255319,12101.063829787234
215,73.0,21.0,2.0,3250.0,6500.0
216,74.0,56.0,38.0,1728.723404255319,65691.48936170213
217,74.0,28.0,8.0,8989.361702127659,71914.89361702127
218,75.0,26.0,10.0,5974.468085106383,59744.68085106383
219,75.0,90.0,13.0,1037.2340425531916,13484.04255319149
220,75.0,45.0,10.0,3734.0425531914893,37340.425531914894
221,76.0,43.0,8.0,1867.0212765957447,14936.170212765957
222,76.0,50.0,26.0,4287.234042553191,111468.08510638296
223,76.0,24.0,6.0,7191.489361702127,43148.936170212764
224,76.0,112.0,8.0,1659.5744680851064,13276.595744680852
225,77.0,86.0,10.0,345.74468085106383,3457.446808510638
226,77.0,80.0,8.0,1272.340425531915,10178.72340425532
227,78.0,41.0,21.0,1659.5744680851064,34851.063829787236
228,78.0,86.0,10.0,345.74468085106383,3457.446808510638
229,78.0,22.0,4.0,6306.382978723404,25225.531914893618
230,78.0,60.0,23.0,2420.2127659574467,55664.89361702128
231,78.0,23.0,3.0,5324.468085106383,15973.40425531915
232,79.0,99.0,7.0,940.4255319148936,6582.978723404255
233,80.0,106.0,3.0,387.2340425531915,1161.7021276595744
234,80.0,83.0,10.0,1106.3829787234042,11063.829787234043
235,80.0,89.0,4.0,594.6808510638298,2378.723404255319
236,80.0,72.0,42.0,2281.9148936170213,95840.4255319149
237,80.0,31.0,2.0,2323.404255319149,4646.808510638298
238,81.0,93.0,13.0,3803.191489361702,49441.48936170213
239,81.0,15.0,3.0,2420.2127659574467,7260.6382978723395
240,81.0,56.0,11.0,1728.723404255319,19015.957446808512
241,82.0,26.0,4.0,5974.468085106383,23897.872340425532
242,82.0,114.0,11.0,2046.8085106382978,22514.893617021276
243,82.0,113.0,5.0,1867.0212765957447,9335.106382978724
244,82.0,92.0,3.0,2973.404255319149,8920.212765957447
245,83.0,30.0,7.0,2904.255319148936,20329.787234042553
246,83.0,13.0,3.0,2420.2127659574467,7260.6382978723395
247,83.0,1.0,3.0,1728.723404255319,5186.170212765957
248,84.0,9.0,7.0,3457.446808510638,24202.127659574468
249,84.0,97.0,4.0,677.6595744680851,2710.6382978723404
250,84.0,29.0,7.0,2475.531914893617,17328.723404255317
251,84.0,68.0,14.0,4356.382978723404,60989.36170212766
252,85.0,114.0,7.0,2046.8085106382978,14327.659574468085
253,85.0,31.0,8.0,2323.404255319149,18587.23404255319
254,85.0,24.0,2.0,7191.489361702127,14382.978723404254
255,85.0,92.0,3.0,2973.404255319149,8920.212765957447
256,85.0,52.0,15.0,7606.382978723404,114095.74468085107
257,86.0,63.0,34.0,1872.5531914893618,63666.8085106383
258,86.0,39.0,24.0,3457.446808510638,82978.72340425532
259,86.0,23.0,4.0,5324.468085106383,21297.872340425532
260,86.0,66.0,32.0,5047.872340425532,161531.914893617
261,87.0,39.0,2.0,3457.446808510638,6914.893617021276
262,87.0,95.0,14.0,4135.106382978724,57891.48936170213
263,87.0,2.0,6.0,2558.5106382978724,15351.063829787236
264,87.0,56.0,11.0,1728.723404255319,19015.957446808512
265,88.0,66.0,23.0,5047.872340425532,116101.06382978722
266,89.0,16.0,1.0,2323.404255319149,2323.404255319149
267,89.0,31.0,7.0,2323.404255319149,16263.829787234043
268,89.0,6.0,3.0,1521.276595744681,4563.829787234043
269,90.0,107.0,12.0,442.55319148936167,5310.6382978723395
270,90.0,52.0,23.0,7606.382978723404,174946.8085106383
271,90.0,29.0,3.0,2475.531914893617,7426.595744680851
272,91.0,30.0,6.0,2904.255319148936,17425.531914893618
273,91.0,26.0,8.0,5974.468085106383,47795.744680851065
274,92.0,11.0,10.0,3734.0425531914893,37340.425531914894
275,92.0,27.0,7.0,6707.446808510638,46952.12765957447
276,92.0,35.0,1.0,3803.191489361702,3803.191489361702
277,93.0,46.0,21.0,2765.9574468085107,58085.10638297872
278,93.0,104.0,7.0,1555.851063829787,10890.95744680851
279,93.0,110.0,1.0,815.9574468085107,815.9574468085107
280,93.0,68.0,7.0,4356.382978723404,30494.68085106383
281,93.0,51.0,9.0,8989.361702127659,80904.25531914893
282,94.0,6.0,6.0,1521.276595744681,9127.659574468085
283,94.0,28.0,6.0,8989.361702127659,53936.17021276595
284,95.0,81.0,2.0,829.7872340425532,1659.5744680851064
285,95.0,85.0,2.0,1175.531914893617,2351.063829787234
286,95.0,35.0,3.0,3803.191489361702,11409.574468085106
287,95.0,87.0,14.0,484.04255319148933,6776.595744680851
288,95.0,28.0,5.0,8989.361702127659,44946.80851063829
289,96.0,35.0,9.0,3803.191489361702,34228.72340425532
290,96.0,31.0,4.0,2323.404255319149,9293.617021276596
291,96.0,72.0,39.0,2281.9148936170213,88994.68085106384
292,96.0,88.0,13.0,898.9361702127659,11686.170212765957
293,97.0,87.0,8.0,484.04255319148933,3872.3404255319147
294,98.0,91.0,4.0,2420.2127659574467,9680.851063829787
295,98.0,28.0,8.0,8989.361702127659,71914.89361702127
296,98.0,82.0,6.0,968.0851063829787,5808.510638297872
297,98.0,109.0,3.0,622.3404255319149,1867.0212765957447
298,98.0,110.0,7.0,815.9574468085107,5711.702127659575
299,99.0,88.0,14.0,898.9361702127659,12585.106382978722
300,99.0,12.0,8.0,4287.234042553191,34297.87234042553
301,99.0,26.0,8.0,5974.468085106383,47795.744680851065
302,99.0,66.0,21.0,5047.872340425532,106005.31914893616
303,99.0,105.0,5.0,2420.2127659574467,12101.063829787234
304,100.0,9.0,2.0,3457.446808510638,6914.893617021276
305,100.0,107.0,5.0,442.55319148936167,2212.7659574468084
306,100.0,49.0,16.0,3734.0425531914893,59744.68085106383
307,101.0,77.0,8.0,898.9361702127659,7191.489361702127
308,101.0,112.0,11.0,1659.5744680851064,18255.31914893617
309,102.0,69.0,19.0,5255.31914893617,99851.06382978722
310,102.0,29.0,3.0,2475.531914893617,7426.595744680851
311,102.0,8.0,4.0,1861.4893617021276,7445.95744680851
312,102.0,72.0,48.0,2281.9148936170213,109531.91489361702
313,102.0,6.0,3.0,1521.276595744681,4563.829787234043
314,103.0,32.0,5.0,3180.851063829787,15904.255319148935
315,103.0,1.0,9.0,1728.723404255319,15558.510638297872
316,103.0,24.0,2.0,7191.489361702127,14382.978723404254
317,103.0,38.0,17.0,2696.808510638298,45845.744680851065
318,104.0,102.0,12.0,1659.5744680851064,19914.893617021276
319,104.0,71.0,25.0,1970.7446808510638,49268.617021276594
320,104.0,31.0,2.0,2323.404255319149,4646.808510638298
321,104.0,17.0,4.0,1853.191489361702,7412.765957446808
322,104.0,59.0,19.0,2212.7659574468084,42042.55319148936
323,105.0,4.0,9.0,2392.553191489362,21532.978723404256
324,105.0,67.0,22.0,3844.68085106383,84582.97872340426
325,105.0,87.0,7.0,484.04255319148933,3388.2978723404253
326,106.0,96.0,10.0,484.04255319148933,4840.425531914893
327,106.0,20.0,3.0,2904.255319148936,8712.765957446809
328,106.0,34.0,8.0,4356.382978723404,34851.063829787236
329,106.0,28.0,7.0,8989.361702127659,62925.53191489361
330,106.0,9.0,1.0,3457.446808510638,3457.446808510638
331,107.0,77.0,10.0,898.9361702127659,8989.361702127659
332,107.0,80.0,7.0,1272.340425531915,8906.382978723404
333,107.0,97.0,3.0,677.6595744680851,2032.9787234042553
334,107.0,93.0,8.0,3803.191489361702,30425.531914893618
335,108.0,44.0,19.0,1521.276595744681,28904.255319148935
336,109.0,59.0,29.0,2212.7659574468084,64170.21276595745
337,109.0,76.0,9.0,691.4893617021277,6223.404255319149
338,109.0,93.0,7.0,3803.191489361702,26622.340425531915
339,110.0,51.0,4.0,8989.361702127659,35957.446808510635
340,111.0,112.0,4.0,1659.5744680851064,6638.297872340426
341,111.0,85.0,2.0,1175.531914893617,2351.063829787234
342,111.0,15.0,3.0,2420.2127659574467,7260.6382978723395
343,112.0,108.0,10.0,525.531914893617,5255.31914893617
344,113.0,102.0,10.0,1659.5744680851064,16595.744680851065
345,113.0,10.0,1.0,3250.0,3250.0
346,113.0,53.0,9.0,10718.085106382978,96462.7659574468
347,113.0,98.0,7.0,691.4893617021277,4840.425531914893
348,113.0,21.0,6.0,3250.0,19500.0
349,114.0,62.0,46.0,2323.404255319149,106876.59574468085
350,115.0,46.0,3.0,2765.9574468085107,8297.872340425532
351,115.0,112.0,6.0,1659.5744680851064,9957.446808510638
352,116.0,100.0,12.0,1369.1489361702127,16429.787234042553
353,116.0,90.0,13.0,1037.2340425531916,13484.04255319149
354,117.0,65.0,45.0,2904.255319148936,130691.48936170212
355,118.0,60.0,16.0,2420.2127659574467,38723.40425531915
356,118.0,83.0,13.0,1106.3829787234042,14382.978723404254
357,118.0,110.0,3.0,815.9574468085107,2447.872340425532
358,118.0,80.0,1.0,1272.340425531915,1272.340425531915
359,119.0,77.0,14.0,898.9361702127659,12585.106382978722
360,119.0,32.0,2.0,3180.851063829787,6361.702127659574
361,119.0,55.0,11.0,10925.531914893616,120180.85106382977
362,120.0,91.0,10.0,2420.2127659574467,24202.127659574468
363,120.0,81.0,6.0,829.7872340425532,4978.723404255319
364,120.0,110.0,2.0,815.9574468085107,1631.9148936170213
365,121.0,70.0,31.0,5670.212765957447,175776.59574468085
366,121.0,67.0,21.0,3844.68085106383,80738.29787234042
367,121.0,31.0,5.0,2323.404255319149,11617.021276595744
368,121.0,17.0,8.0,1853.191489361702,14825.531914893616
369,122.0,10.0,2.0,3250.0,6500.0
370,122.0,114.0,5.0,2046.8085106382978,10234.042553191488
371,122.0,106.0,1.0,387.2340425531915,387.2340425531915
372,123.0,39.0,1.0,3457.446808510638,3457.446808510638
373,123.0,18.0,8.0,2696.808510638298,21574.468085106382
374,123.0,65.0,36.0,2904.255319148936,104553.19148936169
375,123.0,53.0,11.0,10718.085106382978,117898.93617021275
376,123.0,9.0,10.0,3457.446808510638,34574.46808510638
377,124.0,26.0,2.0,5974.468085106383,11948.936170212766
378,124.0,3.0,5.0,1977.659574468085,9888.297872340425
379,125.0,29.0,3.0,2475.531914893617,7426.595744680851
380,125.0,1.0,5.0,1728.723404255319,8643.617021276596
381,125.0,15.0,5.0,2420.2127659574467,12101.063829787234
382,126.0,112.0,2.0,1659.5744680851064,3319.148936170213
383,126.0,65.0,45.0,2904.255319148936,130691.48936170212
384,127.0,64.0,48.0,2323.404255319149,111523.40425531915
385,127.0,102.0,6.0,1659.5744680851064,9957.446808510638
386,127.0,9.0,7.0,3457.446808510638,24202.127659574468
387,128.0,15.0,10.0,2420.2127659574467,24202.127659574468
388,129.0,14.0,2.0,4494.680851063829,8989.361702127659
389,129.0,28.0,7.0,8989.361702127659,62925.53191489361
390,129.0,11.0,1.0,3734.0425531914893,3734.0425531914893
391,130.0,93.0,7.0,3803.191489361702,26622.340425531915
392,131.0,92.0,6.0,2973.404255319149,17840.425531914894
393,131.0,90.0,4.0,1037.2340425531916,4148.936170212766
394,131.0,102.0,10.0,1659.5744680851064,16595.744680851065
395,132.0,61.0,25.0,2171.276595744681,54281.914893617024
396,132.0,16.0,2.0,2323.404255319149,4646.808510638298
397,133.0,63.0,8.0,1872.5531914893618,14980.425531914894
398,133.0,97.0,11.0,677.6595744680851,7454.255319148936
399,133.0,7.0,2.0,1929.2553191489362,3858.5106382978724
400,133.0,64.0,8.0,2323.404255319149,18587.23404255319
401,133.0,111.0,12.0,1313.8297872340424,15765.957446808508
402,134.0,88.0,7.0,898.9361702127659,6292.553191489361
403,134.0,100.0,5.0,1369.1489361702127,6845.744680851063
404,135.0,76.0,13.0,691.4893617021277,8989.36170212766
405,135.0,23.0,9.0,5324.468085106383,47920.21276595745
406,135.0,66.0,47.0,5047.872340425532,237249.99999999997
407,135.0,107.0,4.0,442.55319148936167,1770.2127659574467
408,135.0,8.0,4.0,1861.4893617021276,7445.95744680851
409,136.0,73.0,13.0,1825.5319148936169,23731.91489361702
410,136.0,112.0,6.0,1659.5744680851064,9957.446808510638
411,136.0,30.0,3.0,2904.255319148936,8712.765957446809
412,136.0,54.0,1.0,13553.191489361701,13553.191489361701
413,136.0,106.0,2.0,387.2340425531915,774.468085106383
414,137.0,69.0,29.0,5255.31914893617,152404.2553191489
415,137.0,87.0,8.0,484.04255319148933,3872.3404255319147
416,137.0,62.0,40.0,2323.404255319149,92936.17021276595
417,137.0,76.0,7.0,691.4893617021277,4840.425531914893
418,137.0,114.0,6.0,2046.8085106382978,12280.851063829787
419,138.0,23.0,5.0,5324.468085106383,26622.340425531915
420,138.0,79.0,2.0,1147.872340425532,2295.744680851064
421,139.0,24.0,7.0,7191.489361702127,50340.42553191489
422,140.0,115.0,5.0,2558.5106382978724,12792.553191489362
423,140.0,74.0,50.0,1521.276595744681,76063.82978723405
424,140.0,65.0,44.0,2904.255319148936,127787.23404255319
425,141.0,39.0,3.0,3457.446808510638,10372.340425531915
426,141.0,29.0,9.0,2475.531914893617,22279.787234042553
427,141.0,31.0,4.0,2323.404255319149,9293.617021276596
428,141.0,68.0,24.0,4356.382978723404,104553.1914893617
429,141.0,94.0,14.0,3222.3404255319147,45112.765957446805
430,142.0,14.0,8.0,4494.680851063829,35957.446808510635
431,142.0,47.0,2.0,2544.68085106383,5089.36170212766
432,142.0,73.0,5.0,1825.5319148936169,9127.659574468085
433,143.0,88.0,14.0,898.9361702127659,12585.106382978722
434,143.0,23.0,2.0,5324.468085106383,10648.936170212766
435,144.0,67.0,48.0,3844.68085106383,184544.68085106384
436,144.0,72.0,48.0,2281.9148936170213,109531.91489361702
437,144.0,10.0,10.0,3250.0,32500.0
438,144.0,41.0,21.0,1659.5744680851064,34851.063829787236
439,144.0,84.0,2.0,1244.6808510638298,2489.3617021276596
440,145.0,35.0,5.0,3803.191489361702,19015.957446808512
441,146.0,95.0,13.0,4135.106382978724,53756.382978723406
442,147.0,108.0,10.0,525.531914893617,5255.31914893617
443,147.0,36.0,25.0,2420.2127659574467,60505.31914893616
444,147.0,89.0,7.0,594.6808510638298,4162.765957446809
445,148.0,102.0,10.0,1659.5744680851064,16595.744680851065
446,148.0,6.0,7.0,1521.276595744681,10648.936170212766
447,149.0,9.0,1.0,3457.446808510638,3457.446808510638
448,149.0,20.0,4.0,2904.255319148936,11617.021276595744
449,149.0,46.0,7.0,2765.9574468085107,19361.702127659573
450,149.0,51.0,15.0,8989.361702127659,134840.42553191487
451,150.0,98.0,7.0,691.4893617021277,4840.425531914893
452,150.0,63.0,36.0,1872.5531914893618,67411.91489361702
453,151.0,87.0,10.0,484.04255319148933,4840.425531914893
454,151.0,4.0,3.0,2392.553191489362,7177.659574468085
455,151.0,92.0,5.0,2973.404255319149,14867.021276595744
456,151.0,60.0,45.0,2420.2127659574467,108909.5744680851
457,152.0,60.0,1.0,2420.2127659574467,2420.2127659574467
458,152.0,38.0,11.0,2696.808510638298,29664.893617021276
459,152.0,110.0,6.0,815.9574468085107,4895.744680851064
460,152.0,17.0,4.0,1853.191489361702,7412.765957446808
461,153.0,36.0,24.0,2420.2127659574467,58085.106382978716
