id_order,date,id_manager,id_invoice,sum,paid
80,2023-01-13,5,80.0,115091.48936170213,1
81,2023-01-13,6,81.0,75718.08510638299,0
82,2023-01-13,5,82.0,64668.08510638298,1
83,2023-01-13,2,83.0,32776.59574468085,0
84,2023-01-13,6,84.0,105230.85106382979,1
85,2023-01-13,5,85.0,170313.82978723405,1
86,2023-01-13,5,86.0,329475.3191489362,1
87,2023-01-13,4,87.0,99173.40425531915,1
88,2023-01-13,4,88.0,116101.06382978722,0
89,2023-01-13,5,89.0,23151.063829787236,1
90,2023-01-13,2,90.0,187684.04255319148,1
91,2023-01-13,2,91.0,65221.27659574468,1
92,2023-01-13,2,92.0,88095.74468085107,1
93,2023-01-13,6,93.0,181190.95744680852,1
94,2023-01-13,5,94.0,63063.82978723403,1
95,2023-01-13,6,95.0,67143.61702127659,1
96,2023-01-13,4,96.0,144203.1914893617,1
97,2023-01-13,2,97.0,3872.3404255319147,1
98,2023-01-13,2,98.0,94982.97872340425,1
99,2023-01-13,5,99.0,212785.1063829787,1
100,2023-01-14,2,100.0,68872.34042553192,1
101,2023-01-14,4,101.0,25446.808510638297,1
102,2023-01-14,5,102.0,228819.36170212764,1
103,2023-01-14,2,103.0,91691.48936170212,0
104,2023-01-14,2,104.0,123285.63829787233,0
105,2023-01-14,1,105.0,109504.25531914894,1
106,2023-01-14,4,106.0,114787.23404255319,0
107,2023-01-14,7,107.0,50354.25531914894,1
108,2023-01-14,7,108.0,28904.255319148935,1
109,2023-01-14,1,109.0,97015.95744680852,1
110,2023-01-14,7,110.0,35957.446808510635,0
111,2023-01-14,4,111.0,16250.0,1
112,2023-01-14,5,112.0,5255.31914893617,1
113,2023-01-14,7,113.0,140648.93617021275,1
114,2023-01-14,1,114.0,106876.59574468085,1
115,2023-01-14,2,115.0,18255.31914893617,1
116,2023-01-14,1,116.0,29913.82978723404,1
117,2023-01-14,1,117.0,130691.48936170212,0
118,2023-01-14,5,118.0,56826.595744680846,0
119,2023-01-14,4,119.0,139127.65957446807,1
120,2023-01-14,4,120.0,30812.76595744681,1
121,2023-01-14,4,121.0,282957.44680851063,0
122,2023-01-14,5,122.0,17121.27659574468,1
123,2023-01-14,7,123.0,282058.5106382979,1
124,2023-01-14,4,124.0,21837.23404255319,1
125,2023-01-14,2,125.0,28171.276595744683,1
126,2023-01-14,7,126.0,134010.63829787233,1
127,2023-01-14,1,127.0,145682.97872340426,0
128,2023-01-14,4,128.0,24202.127659574468,1
129,2023-01-14,1,129.0,75648.93617021276,1
130,2023-01-14,5,130.0,26622.340425531915,1
131,2023-01-14,7,131.0,38585.10638297872,0
132,2023-01-14,4,132.0,58928.723404255325,1
133,2023-01-14,4,133.0,60646.3829787234,1
134,2023-01-14,2,134.0,13138.297872340423,1
135,2023-01-15,3,135.0,303375.74468085106,1
136,2023-01-15,7,136.0,56729.78723404255,1
137,2023-01-15,7,137.0,266334.0425531914,0
138,2023-01-15,4,138.0,28918.08510638298,1
139,2023-01-15,3,139.0,50340.42553191489,1
140,2023-01-15,4,140.0,216643.61702127662,1
141,2023-01-15,7,141.0,191611.70212765958,1
142,2023-01-15,1,142.0,50174.468085106375,1
143,2023-01-15,4,143.0,23234.042553191488,1
144,2023-01-15,3,144.0,363917.02127659577,1
145,2023-01-15,4,145.0,19015.957446808512,1
146,2023-01-15,3,146.0,53756.382978723406,1
147,2023-01-15,7,147.0,69923.40425531914,1
148,2023-01-15,2,148.0,27244.68085106383,1
149,2023-01-15,4,149.0,169276.59574468082,1
150,2023-01-15,7,150.0,72252.34042553192,1
151,2023-01-15,3,151.0,135794.68085106384,0
152,2023-01-15,1,152.0,44393.617021276594,1
153,2023-01-15,2,153.0,85689.36170212766,0
154,2023-01-15,4,154.0,168861.70212765955,1
155,2023-01-15,1,155.0,373196.8085106383,1
156,2023-01-15,4,156.0,223420.21276595743,1
157,2023-01-15,3,157.0,40293.08510638298,1
158,2023-01-15,2,158.0,131701.06382978722,1
159,2023-01-16,4,159.0,940.4255319148936,1
160,2023-01-16,3,160.0,87667.02127659574,1
161,2023-01-16,1,161.0,22127.65957446808,1
162,2023-01-16,4,162.0,6873.404255319148,0
163,2023-01-16,7,163.0,56632.97872340425,0
164,2023-01-16,2,164.0,175134.8936170213,1
165,2023-01-16,2,165.0,24893.617021276597,1
166,2023-01-16,3,166.0,150620.21276595746,1
167,2023-01-16,2,167.0,142491.06382978722,1
168,2023-01-16,4,168.0,49275.53191489362,1
169,2023-01-16,2,169.0,54904.255319148935,0
170,2023-01-16,1,170.0,12717.87234042553,1
171,2023-01-16,4,171.0,83047.87234042553,1
172,2023-01-16,4,172.0,63706.914893617024,0
173,2023-01-16,1,173.0,1382.9787234042553,1
174,2023-01-16,7,174.0,32815.31914893618,1
175,2023-01-16,6,175.0,49469.14893617021,1
176,2023-01-16,4,176.0,42595.744680851065,1
177,2023-01-16,1,177.0,26940.425531914894,1
178,2023-01-16,2,178.0,200158.51063829786,0
179,2023-01-16,1,179.0,100597.87234042551,0
180,2023-01-16,4,180.0,109836.17021276595,1
181,2023-01-17,3,181.0,5808.510638297873,0
182,2023-01-17,1,182.0,32707.44680851064,1
183,2023-01-17,1,183.0,70393.6170212766,1
184,2023-01-17,2,184.0,95964.89361702128,0
185,2023-01-17,2,185.0,69453.1914893617,0
186,2023-01-17,6,186.0,125367.02127659574,0
187,2023-01-17,5,187.0,155778.72340425535,1
188,2023-01-17,5,188.0,91401.06382978722,1
189,2023-01-17,5,189.0,162555.31914893616,1
190,2023-01-17,5,190.0,108231.91489361702,1
191,2023-01-17,6,191.0,75510.63829787233,1
192,2023-01-17,1,192.0,172360.63829787233,1
193,2023-01-17,6,193.0,233225.5319148936,1
194,2023-01-17,7,194.0,53590.425531914894,1
195,2023-01-17,2,195.0,55001.063829787236,1
196,2023-01-18,7,196.0,96711.70212765958,1
197,2023-01-18,5,197.0,152418.08510638296,1
198,2023-01-18,1,198.0,220861.70212765955,1
199,2023-01-18,1,199.0,43591.48936170213,1
200,2023-01-18,3,200.0,23026.595744680853,1
201,2023-01-18,3,201.0,131479.78723404254,1
202,2023-01-18,7,202.0,21712.76595744681,1
203,2023-01-18,6,203.0,50381.91489361702,1
204,2023-01-18,1,204.0,104359.57446808509,1
205,2023-01-18,1,205.0,34812.34042553191,1
206,2023-01-18,3,206.0,86546.80851063828,1
207,2023-01-18,5,207.0,86781.91489361702,1
208,2023-01-18,7,208.0,58686.70212765958,1
209,2023-01-18,7,209.0,224312.23404255317,1
210,2023-01-18,6,210.0,261230.8510638298,1
211,2023-01-18,5,211.0,48335.10638297872,1
212,2023-01-18,6,212.0,203989.36170212764,1
213,2023-01-18,6,213.0,77350.0,1
214,2023-01-18,5,214.0,38377.65957446809,1
215,2023-01-18,7,215.0,211014.8936170213,1
216,2023-01-18,1,216.0,139425.0,1
217,2023-01-18,5,217.0,148089.36170212764,1
218,2023-01-19,3,218.0,110154.25531914894,1
219,2023-01-19,3,219.0,223005.3191489362,1
220,2023-01-19,5,220.0,49787.23404255319,1
221,2023-01-19,4,221.0,296095.7446808511,1
222,2023-01-19,3,222.0,15558.51063829787,1
223,2023-01-19,4,223.0,21574.468085106382,1
224,2023-01-19,4,224.0,46938.29787234043,1
225,2023-01-19,3,225.0,161725.53191489363,1
226,2023-01-19,4,226.0,177726.59574468088,1
227,2023-01-19,3,227.0,70282.97872340426,1
228,2023-01-19,6,228.0,25107.978723404256,1
229,2023-01-19,3,229.0,108632.97872340425,1
230,2023-01-19,5,230.0,51571.27659574468,1
231,2023-01-19,4,231.0,329826.59574468085,0
232,2023-01-19,3,232.0,263761.7021276596,1
233,2023-01-19,6,233.0,140831.48936170212,1
234,2023-01-19,4,234.0,30771.276595744683,1
235,2023-01-19,4,235.0,72744.68085106384,0
236,2023-01-19,3,236.0,64626.595744680846,1
237,2023-01-19,6,237.0,176744.6808510638,1
238,2023-01-19,5,238.0,16783.82978723404,1
239,2023-01-19,6,239.0,162693.61702127662,1
240,2023-01-20,5,240.0,113404.25531914893,1
241,2023-01-20,2,241.0,183147.8723404255,1
242,2023-01-20,6,242.0,13138.297872340425,1
243,2023-01-20,4,243.0,7177.659574468085,0
244,2023-01-20,5,244.0,96656.3829787234,1
245,2023-01-20,4,245.0,93765.9574468085,1
246,2023-01-20,5,246.0,195836.70212765958,1
247,2023-01-20,4,247.0,67351.06382978724,1
248,2023-01-20,5,248.0,115409.5744680851,0
249,2023-01-20,5,249.0,198982.97872340423,1
250,2023-01-20,5,250.0,91691.48936170212,1
251,2023-01-20,4,251.0,164477.6595744681,1
252,2023-01-20,5,252.0,38585.106382978716,0
253,2023-01-20,4,253.0,141298.93617021275,1
254,2023-01-20,5,254.0,36234.04255319149,1
255,2023-01-20,6,255.0,6098.936170212766,1
256,2023-01-20,6,256.0,102354.25531914893,1
257,2023-01-20,2,257.0,2185.106382978723,0
258,2023-01-20,5,258.0,26622.340425531915,1
259,2023-01-20,6,259.0,30273.404255319147,1
260,2023-01-20,6,260.0,54765.95744680851,1
261,2023-01-20,6,261.0,18047.872340425532,1
262,2023-01-20,6,262.0,34989.36170212766,1
263,2023-01-20,5,263.0,36220.21276595745,0
264,2023-01-20,2,264.0,85481.91489361702,1
265,2023-01-20,2,265.0,170695.5319148936,1
266,2023-01-20,5,266.0,95397.87234042553,1
267,2023-01-20,5,267.0,8325.531914893618,1
268,2023-01-20,2,268.0,28032.978723404256,0
269,2023-01-20,6,269.0,135448.93617021275,1
270,2023-01-21,1,270.0,79396.8085106383,1
271,2023-01-21,2,271.0,71403.1914893617,0
272,2023-01-21,7,272.0,23234.042553191488,1
273,2023-01-21,7,273.0,115617.02127659573,1
274,2023-01-21,4,274.0,44352.127659574464,1
275,2023-01-21,7,275.0,153648.93617021275,1
276,2023-01-21,7,276.0,314351.0638297872,1
277,2023-01-21,4,277.0,153731.91489361704,1
278,2023-01-21,2,278.0,28558.51063829787,1
279,2023-01-21,4,279.0,81167.02127659574,1
280,2023-01-21,2,280.0,136610.63829787233,1
281,2023-01-21,5,281.0,42595.744680851065,1
282,2023-01-21,4,282.0,82978.72340425532,0
283,2023-01-21,7,283.0,60297.872340425536,1
284,2023-01-21,7,284.0,75164.89361702127,1
285,2023-01-21,2,285.0,306191.4893617021,1
286,2023-01-21,1,286.0,41392.55319148936,0
287,2023-01-21,2,287.0,86408.51063829788,1
288,2023-01-21,2,288.0,98744.68085106382,1
289,2023-01-21,1,289.0,364818.7234042553,1
290,2023-01-21,2,290.0,164892.55319148937,1
291,2023-01-21,1,291.0,52760.63829787234,1
292,2023-01-21,5,292.0,50741.48936170213,1
293,2023-01-21,4,293.0,43702.12765957447,1
294,2023-01-21,7,294.0,69674.46808510637,1
295,2023-01-21,7,295.0,12322.340425531915,1
296,2023-01-21,5,296.0,128865.9574468085,1
297,2023-01-21,2,297.0,80572.3404255319,1
298,2023-01-22,7,298.0,71790.4255319149,1
299,2023-01-22,3,299.0,54212.76595744681,1
300,2023-01-22,1,300.0,65857.44680851063,1
301,2023-01-22,3,301.0,88994.68085106384,1
302,2023-01-22,4,302.0,242159.57446808508,1
303,2023-01-22,3,303.0,97209.5744680851,0
304,2023-01-22,3,304.0,52138.29787234042,1
305,2023-01-22,2,305.0,78221.27659574468,0
306,2023-01-22,4,306.0,2420.2127659574467,1
307,2023-01-22,3,307.0,80835.10638297873,1
308,2023-01-22,7,308.0,204736.17021276592,1
309,2023-01-22,1,309.0,39926.595744680846,1
310,2023-01-22,2,310.0,152459.5744680851,0
311,2023-01-22,3,311.0,65345.74468085106,1
312,2023-01-22,4,312.0,146526.59574468085,1
313,2023-01-22,7,313.0,53051.063829787236,1
314,2023-01-22,4,314.0,173218.08510638293,0
315,2023-01-22,4,315.0,239296.8085106383,1
316,2023-01-22,4,316.0,121065.9574468085,1
317,2023-01-22,2,317.0,54032.97872340426,1
318,2023-01-22,4,318.0,80558.51063829787,1
319,2023-01-22,2,319.0,103319.5744680851,1
320,2023-01-22,4,320.0,266251.06382978725,1
321,2023-01-23,7,321.0,19015.957446808512,1
322,2023-01-23,7,322.0,41923.617021276594,1
323,2023-01-23,7,323.0,18531.91489361702,0
324,2023-01-23,1,324.0,29250.0,1
325,2023-01-23,4,325.0,12308.510638297872,1
326,2023-01-23,7,326.0,209092.55319148937,0
327,2023-01-23,3,327.0,71914.89361702127,1
328,2023-01-23,7,328.0,4148.936170212766,1
329,2023-01-23,4,329.0,1977.659574468085,1
330,2023-01-23,6,330.0,99851.06382978722,1
331,2023-01-23,3,331.0,164159.57446808508,1
332,2023-01-23,4,332.0,247387.23404255317,1
333,2023-01-23,2,333.0,95301.06382978722,1
334,2023-01-23,3,334.0,66327.65957446808,1
335,2023-01-23,1,335.0,65829.78723404255,1
336,2023-01-23,6,336.0,59260.63829787234,0
337,2023-01-23,7,337.0,21546.8085106383,1
338,2023-01-23,3,338.0,411131.914893617,1
339,2023-01-23,6,339.0,108207.02127659574,1
340,2023-01-23,1,340.0,105977.65957446808,1
341,2023-01-23,6,341.0,88939.36170212766,1
342,2023-01-23,7,342.0,14106.382978723403,1
343,2023-01-23,1,343.0,132517.02127659574,1
344,2023-01-23,6,344.0,41337.23404255319,1
345,2023-01-23,4,345.0,122946.8085106383,0
346,2023-01-23,3,346.0,200435.10638297873,0
347,2023-01-24,1,347.0,70089.36170212766,0
348,2023-01-24,6,348.0,191445.74468085106,1
349,2023-01-24,7,349.0,12267.021276595744,0
350,2023-01-24,3,350.0,81485.10638297873,1
351,2023-01-24,1,351.0,74210.63829787234,1
352,2023-01-24,5,352.0,89146.8085106383,1
353,2023-01-24,5,353.0,112450.0,1
354,2023-01-24,3,354.0,274673.40425531915,1
355,2023-01-24,1,355.0,31877.65957446808,1
356,2023-01-24,1,356.0,225679.99999999997,1
357,2023-01-24,6,357.0,137219.1489361702,0
358,2023-01-24,6,358.0,50022.34042553191,0
359,2023-01-24,6,359.0,24271.27659574468,1
360,2023-01-24,2,360.0,347902.1276595745,1
361,2023-01-24,1,361.0,238632.97872340426,1
362,2023-01-24,1,362.0,70684.0425531915,1
363,2023-01-24,1,363.0,184710.63829787233,1
364,2023-01-24,3,364.0,79548.93617021278,1
365,2023-01-24,1,365.0,74307.44680851063,1
366,2023-01-24,2,366.0,55443.6170212766,1
367,2023-01-24,7,367.0,85454.25531914893,1
368,2023-01-25,7,368.0,29180.85106382979,1
369,2023-01-25,1,369.0,116170.21276595743,0
370,2023-01-25,7,370.0,67411.91489361702,1
371,2023-01-25,3,371.0,139196.8085106383,0
372,2023-01-25,3,372.0,117553.1914893617,0
373,2023-01-25,1,373.0,56148.936170212764,1
374,2023-01-25,6,374.0,5393.617021276596,1
375,2023-01-25,6,375.0,57704.78723404255,1
376,2023-01-25,5,376.0,105382.97872340425,1
377,2023-01-25,6,377.0,133028.72340425532,1
378,2023-01-25,5,378.0,76063.82978723405,1
379,2023-01-25,1,379.0,67378.72340425532,1
380,2023-01-25,5,380.0,25751.063829787232,1
381,2023-01-25,6,381.0,18946.808510638297,1
382,2023-01-25,1,382.0,85108.51063829787,1
383,2023-01-25,7,383.0,8131.914893617021,1
384,2023-01-25,3,384.0,112332.44680851063,1
385,2023-01-25,6,385.0,19776.59574468085,1
386,2023-01-25,6,386.0,26622.340425531915,1
387,2023-01-25,3,387.0,162901.06382978725,0
388,2023-01-26,4,388.0,329259.5744680851,1
389,2023-01-26,6,389.0,134183.51063829786,1
390,2023-01-26,6,390.0,28005.31914893617,1
391,2023-01-26,6,391.0,163336.70212765958,0
392,2023-01-26,6,392.0,2738.2978723404253,0
393,2023-01-26,6,393.0,99256.38297872341,1
394,2023-01-26,3,394.0,108018.93617021276,1
395,2023-01-26,4,395.0,67765.9574468085,1
396,2023-01-26,5,396.0,351553.19148936163,1
397,2023-01-26,6,397.0,86436.17021276595,1
398,2023-01-26,6,398.0,59993.617021276594,1
399,2023-01-26,6,399.0,37824.46808510638,1
400,2023-01-26,4,400.0,252172.3404255319,1
401,2023-01-26,6,401.0,156000.0,1
402,2023-01-26,6,402.0,317808.5106382979,0
403,2023-01-26,5,403.0,52041.48936170212,0
404,2023-01-26,6,404.0,45638.29787234042,1
405,2023-01-26,5,405.0,18379.787234042553,1
406,2023-01-26,6,406.0,44808.51063829787,1
407,2023-01-26,5,407.0,174435.10638297873,1
408,2023-01-26,6,408.0,32790.425531914894,1
409,2023-01-26,5,409.0,38930.85106382979,1
410,2023-01-26,4,410.0,165079.2553191489,1
411,2023-01-26,5,411.0,15904.255319148935,1
412,2023-01-26,6,412.0,452579.78723404254,1
413,2023-01-26,6,413.0,86837.23404255319,0
414,2023-01-26,4,414.0,5186.170212765957,1
415,2023-01-26,5,415.0,62234.04255319149,1
416,2023-01-27,4,416.0,29084.042553191488,1
417,2023-01-27,6,417.0,10234.04255319149,1
418,2023-01-27,5,418.0,84582.97872340426,1
419,2023-01-27,2,419.0,51965.425531914894,1
420,2023-01-27,5,420.0,133706.38297872338,1
421,2023-01-27,2,421.0,43162.765957446805,0
422,2023-01-27,2,422.0,105327.65957446807,1
423,2023-01-27,4,423.0,90446.80851063828,1
424,2023-01-27,4,424.0,7163.829787234043,1
425,2023-01-27,5,425.0,49192.55319148936,1
426,2023-01-27,4,426.0,58306.3829787234,1
427,2023-01-27,2,427.0,30702.127659574468,1
428,2023-01-27,5,428.0,122103.1914893617,1
429,2023-01-27,2,429.0,47242.553191489365,0
430,2023-01-27,4,430.0,5310.63829787234,1
431,2023-01-27,6,431.0,198761.70212765958,1
432,2023-01-27,4,432.0,29685.63829787234,0
433,2023-01-27,5,433.0,66147.87234042553,1
434,2023-01-27,4,434.0,356144.6808510638,1
435,2023-01-27,6,435.0,169055.31914893616,1
436,2023-01-27,6,436.0,40936.17021276596,1
437,2023-01-27,5,437.0,334750.0,1
438,2023-01-27,5,438.0,56999.46808510638,1
439,2023-01-27,4,439.0,94284.5744680851,1
440,2023-01-27,6,440.0,39912.765957446805,0
441,2023-01-27,2,441.0,7260.6382978723395,1
442,2023-01-27,4,442.0,238010.63829787233,0
443,2023-01-27,2,443.0,11329.361702127659,0
444,2023-01-27,6,444.0,65760.63829787234,1
445,2023-01-27,4,445.0,71361.70212765958,0
446,2023-01-27,5,446.0,6292.553191489362,1
447,2023-01-27,4,447.0,35957.446808510635,1
448,2023-01-28,5,448.0,56550.0,1
449,2023-01-28,1,449.0,68014.89361702127,1
450,2023-01-28,1,450.0,39207.446808510635,1
451,2023-01-28,7,451.0,188804.2553191489,1
452,2023-01-28,4,452.0,147252.65957446807,0
453,2023-01-28,7,453.0,58154.255319148935,1
454,2023-01-28,5,454.0,53006.8085106383,1
455,2023-01-28,4,455.0,5960.63829787234,1
456,2023-01-28,1,456.0,135393.61702127662,1
457,2023-01-28,5,457.0,27936.170212765956,1
458,2023-01-28,4,458.0,137537.2340425532,1
459,2023-01-28,5,459.0,55512.765957446805,1
460,2023-01-28,1,460.0,350654.2553191489,1
461,2023-01-28,4,461.0,88261.70212765958,1
462,2023-01-28,1,462.0,1175.531914893617,1
463,2023-01-28,4,463.0,3734.0425531914893,1
464,2023-01-28,7,464.0,40590.425531914894,1
465,2023-01-28,7,465.0,87265.9574468085,1
466,2023-01-28,1,466.0,82702.12765957447,0
467,2023-01-28,4,467.0,13276.59574468085,0
468,2023-01-28,5,468.0,84361.70212765958,0
469,2023-01-28,1,469.0,248659.57446808508,1
470,2023-01-28,4,470.0,158157.44680851063,1
471,2023-01-28,2,471.0,13843.617021276596,1
472,2023-01-28,4,472.0,138118.085106383,1
473,2023-01-28,4,473.0,16208.510638297872,1
474,2023-01-28,4,474.0,23344.68085106383,1
475,2023-01-28,2,475.0,45569.14893617021,1
476,2023-01-28,1,476.0,212038.2978723404,0
477,2023-01-29,7,477.0,129917.02127659574,1
478,2023-01-29,4,478.0,351553.19148936163,1
479,2023-01-29,4,479.0,45513.82978723403,1
480,2023-01-29,1,480.0,35957.446808510635,1
481,2023-01-29,4,481.0,181294.68085106384,1
482,2023-01-29,2,482.0,14936.170212765957,0
483,2023-01-29,2,483.0,9182.978723404256,1
484,2023-01-29,3,484.0,188776.59574468082,1
485,2023-01-29,4,485.0,13995.744680851063,1
486,2023-01-29,4,486.0,85578.72340425532,0
487,2023-01-29,3,487.0,162273.1914893617,1
488,2023-01-29,7,488.0,13248.936170212764,1
489,2023-01-29,1,489.0,8519.148936170213,1
490,2023-01-29,7,490.0,94969.14893617021,1
491,2023-01-29,7,491.0,7689.36170212766,0
492,2023-01-29,7,492.0,259792.55319148937,1
493,2023-01-29,7,493.0,84582.97872340426,1
494,2023-01-29,3,494.0,153648.93617021275,1
495,2023-01-29,2,495.0,234138.29787234042,0
496,2023-01-29,1,496.0,93793.61702127659,1
497,2023-01-29,7,497.0,134135.10638297873,1
498,2023-01-29,7,498.0,14936.170212765957,1
499,2023-01-29,7,499.0,106752.12765957447,1
500,2023-01-29,1,500.0,75026.59574468085,1
501,2023-01-29,3,501.0,103905.9574468085,1
502,2023-01-29,1,502.0,74335.10638297872,1
503,2023-01-29,7,503.0,57801.595744680846,1
504,2023-01-29,2,504.0,62081.914893617024,1
505,2023-01-29,2,505.0,35971.27659574468,1
506,2023-01-29,3,506.0,243819.1489361702,1
507,2023-01-30,1,507.0,52000.0,1
508,2023-01-30,1,508.0,97126.59574468085,1
509,2023-01-30,6,509.0,19887.23404255319,1
510,2023-01-30,6,510.0,98329.78723404254,1
511,2023-01-30,3,511.0,38031.914893617024,1
512,2023-01-30,2,512.0,2420.2127659574467,1
513,2023-01-30,7,513.0,26691.489361702126,1
514,2023-01-30,1,514.0,151118.08510638296,1
515,2023-01-30,2,515.0,109255.31914893616,1
516,2023-01-30,7,516.0,36510.63829787234,1
517,2023-01-30,6,517.0,127925.53191489361,1
518,2023-01-30,3,518.0,58748.93617021277,1
519,2023-01-30,6,519.0,140164.89361702127,1
520,2023-01-30,4,520.0,96584.46808510637,1
521,2023-01-30,6,521.0,144631.914893617,1
522,2023-01-30,1,522.0,336098.40425531915,1
523,2023-01-30,6,523.0,2074.468085106383,1
524,2023-01-30,7,524.0,34297.87234042553,1
525,2023-01-30,1,525.0,8823.404255319148,1
526,2023-01-30,4,526.0,11409.574468085106,0
527,2023-01-30,2,527.0,106129.78723404254,1
528,2023-01-31,2,528.0,112574.46808510637,1
529,2023-01-31,5,529.0,29526.59574468085,1
530,2023-01-31,3,530.0,96324.46808510637,1
531,2023-01-31,3,531.0,13484.042553191488,1
532,2023-01-31,6,532.0,130414.89361702128,1
533,2023-01-31,1,533.0,179870.21276595746,1
534,2023-01-31,3,534.0,93281.91489361701,1
535,2023-01-31,2,535.0,74182.97872340426,1
536,2023-01-31,7,536.0,107125.53191489363,1
537,2023-01-31,6,537.0,118797.87234042553,1
538,2023-01-31,7,538.0,104138.29787234042,1
539,2023-01-31,5,539.0,106420.21276595745,1
540,2023-01-31,3,540.0,18421.27659574468,1
541,2023-01-31,7,541.0,8712.765957446809,1
542,2023-01-31,3,542.0,56480.85106382978,1
543,2023-01-31,5,543.0,10787.234042553191,1
544,2023-01-31,3,544.0,143124.46808510637,0
545,2023-01-31,6,545.0,68111.70212765958,0
546,2023-02-01,1,546.0,225425.5319148936,1
547,2023-02-01,3,547.0,55291.48936170212,1
548,2023-02-01,5,548.0,179856.38297872338,1
549,2023-02-01,5,549.0,123721.27659574467,1
550,2023-02-01,6,550.0,23469.14893617021,0
551,2023-02-01,3,551.0,21781.91489361702,1
552,2023-02-01,3,552.0,69395.10638297873,1
553,2023-02-01,5,553.0,153386.17021276595,1
554,2023-02-01,6,554.0,41074.46808510638,1
555,2023-02-01,1,555.0,90612.76595744681,1
556,2023-02-01,1,556.0,6638.297872340426,1
557,2023-02-01,6,557.0,93074.46808510639,1
558,2023-02-01,1,558.0,94734.04255319148,1
559,2023-02-01,7,559.0,232409.57446808508,1
